[1, '34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo', '299427']
[8869, '35yJXdLNnczEUzPFRarKQvrFnCuehnUWM7', '200']
[8870, '1NRGBmSQmF7HzfdAax5b2Tpm3HigKDR4CR', '200.00']
[8871, '34LsvQoUDHDpoE7PFq9GwibsXHhAVxYnZU', '200.00']
[8872, '16eAc2dCKmuu2p5LKAdRqcUirm4QDhZFqK', '200.00']
[8873, '15Qz3LGP5H5oiV5oiaob2iHB4ZTK2is49j', '200.00']
[8874, '3PtuKQc9WSEDJCy3X8bEfNad5STA5rhpAc', '200.00']
[8875, '3E2Z5GR7D3KnPjH81V8h5y8iU36yRHS2Rg', '200.00']
[8876, '17b9wCt6prUXULKNGPtjwQY7psCJuZfNrY', '200.00']
[8877, '1NZdZQtNMdS4UUH5egkmu5e3TdxTsJQvtn', '200.00']
[8878, '1HkbpGreiGVCSNriMwMEtendySzFEVnKqs', '200.00']
[8879, '1JeFBTAP1ogVK6NjQmcdWrx4FFdH7EwJdo', '200.00']
[8880, '1ApdMPfbR9sa7cREuAPugi5rgccgjcvC3e', '200.00']
[8881, '17NbqJJVQcyzpqLRSaivcs95DZ2FqokRyz', '200.00']
[8882, '1MkPohu6RE6AzjKo8RwaFNNBBLVx6yk8gf', '200.00']
[8883, '3CW5BbNkYrDxpmMpPUzpNxdPZTUd8en5XH', '200.00']
[8884, '15mK6YpPiEn5zBNNdsTyEh6J4NWgEeBB7a', '200.00']
[8885, '17Q8dcPigo25Zhs1wQBeQWevnB1X7pGjM', '200.00']
[8886, '12a2AmRgZJWFUh19w9FWre2vrXeLZ7WXQP', '200.00']
[8887, 'bc1q9u34m6ddj78t3cnx82k6setzanxuqwyw630qa9', '200.00']
[8888, '3JHLFZmSMqDskhyABgU3r31Jhv8KwCigYu', '200.00']
[8889, 'bc1qj352vflnfpcac7w8a2pkj0qdej4swcjxcmepfd', '200.00']
[8890, '3JpMuFTdwvxGCTFYYncyeNVdnp5jPSvYDY', '200.00']
[8891, '1CRLdACMJnGne5kYsotHgnaGcBZ9sNNYij', '200.00']
[8892, '3FmfZkhsCwLAJXheXBMQoW81rgTeXqes4S', '200.00']
[8893, '3GscT4MPdALtdvqw3AwjvSXgxNQ52TZqQi', '200.00']
[8894, '3PCSik5sG71myjfRb3dR9RVnAvqhNBAgkG', '200.00']
[8895, '3E2jjq8cJfeYABQ1qbxFBfs1iF6JEc9Bbw', '200.00']
[8896, '3C5gGV8NFX9dJ4nKkJ2ZJ8vhJFwzZihUjV', '200.00']
[8897, '32NgWZxhzAu9pAeZJLoKQYafTmCFGRGRWV', '200.00']
[8898, '113UqSJzfVKBr6xVqqok19vRQwWq4miMZL', '200.00']
[8899, '1LTs8iGthq29kPhZE7ygVacEKSbqGZHxe7', '200.00']
[8900, '1HFVDwLAiaSQXw8SoXrazYTsyWXvLgftLp', '200.00']
[8901, '18r1DNDiYFEQCH47BPmm6SLawoRbd64Hcf', '200.00']
[8902, '1AvX15oi56LC5XCrekaX9GhXJjgVtBW6kH', '200.00']
[8903, '1DREYRAw31DMmK7ExsjKYaqutCPK59FLPq', '200.00']
[8904, 'bc1qynha7vuzyfu7ypcgk2vxwezaehuuw9n4pqtjjr', '200.00']
[8905, '1CWwixteeryU5VMweE7XVdzC6eR5ZJ6AcL', '200.00']
[8906, '1QCFSQW5YizsbQgxBhDXgWMbf18s23mZxm', '200.00']
[8907, '1CTsxZy8Wau564XDLe3r8dbWh5ed7Rpmir', '200.00']
[8908, '3595D6DqsEs1ZpmcReo7twmz3acmRBqpKp', '200.00']
[8909, '1BKU3JfYSoXUby6vGd5AKT1Mxrgdxt3yFM', '200.00']
[8910, '1NtWu4SSpbFaPAU2PEXh2GPcRdMQ8mhk8c', '200.00']
[8911, '1AjPBQr6Zcm1EPnvBKca9MKwGo4ZDXQ2pL', '200.00']
[8912, '183iYyJYVYT6iYfcE5iCePAczFKhCMNyB2', '200.00']
[8913, '3DRGtsEH6UQ7KrVJVHatkg6VXYPsTdEEF9', '200.00']
[8914, '3DaZ2XMjURZMJWmKeBpcVtKKjprYZifhBE', '200.00']
[8915, '15YK2z3BhUn4azo3NAStSgJWhpE3tgVT99', '200.00']
[8916, '12DqLx7XGw7SDhGRSZsvgmyMTcubKYEGKz', '200.00']
[8917, '1Bv7deBRZAozLJHjfifXWbfGgQj8QWKusq', '200.00']
[8918, '1xMuRYrv98tHG4897Y4wqrZKM3gcAvUUj', '200.00']
[8919, '13Xr5WCNCcZtPJtdVY4foKpVMyDB6Um44Q', '200.00']
[8920, '19w6ryjGy727ww4XVYGivvrLKbd26vkaE9', '200.00']
[8921, '1LgcxLYtdCoTT5nSGRrJ8QwLu1ZnMrdch1', '200.00']
[8922, '38nWRzwSeL1C4Q2puf24gf2KXRkYK3RJjF', '200.00']
[8923, '379wLB8tA6GiAW34Tx7R8J2QsQPAiQzNo2', '200.00']
[8924, '12wLo94qmCHU98eA8wUnxiFuwzGbisksNM', '200.00']
[8925, '32jWZg47P3K854q5ehNQ2kbHCZXPTbUk4x', '200.00']
[8926, '3Qa1PBsEWY5vrBGshBzZnUZ1HgAoDdKriY', '200.00']
[8927, '3MFXmL2JT1AHmPsceY9U9espDZi1GF2Mqc', '200.00']
[8928, 'bc1q7cu3s9243pq0najxp4yynn9kdhu9sy24gtphq0', '200.00']
[8929, 'bc1qh3mqwswg9j9t6amqd7tyd0a48zf9vm5tswfmp9x7xvp43jxazttstwdv0x', '200.00']
[8930, 'bc1qnz0dqyxvuawsw0y2twtuscpjfwt392kq775ycd', '200.00']
[8931, '3DYCDocnBrHd6dUqCmVvQdP71GnCULFj8G', '200.00']
[8932, 'bc1ql25yk9w57972jq4rf346j4n9xssea7e28zprvc', '200.00']
[8933, '3AXynjKi9AGSsTMjaMKck974725vGkNj6N', '200.00']
[8934, '1NpG48r3XaprHWh16iQTAYGhfPHkhCBt17', '200.00']
[8935, 'bc1qhsa384etp9n280fh0hfdtzmqxz2sdusk0uxczf', '200.00']
[8936, '1v4un9dHDS2bRPhR4yuHJy9q22vUEYKzj', '200.00']
[8937, '15Fd5dx8Dsb3Dy1v6R9mC8Ahju6GPNjssj', '200.00']
[8938, '336kvzM9KBGbhNzuU5J4RLXKhj693XQQmK', '200.00']
[8939, '3MXbpWq9HVHZ6fKShYdReppraGQqmRr5Vr', '200.00']
[8940, '1KBgcpBG9ZNAiYuoewq4N5yrQMh4RDtkm9', '200.00']
[8941, '33wmA4PwEQEy6nHMQ5C8SneGYcnX83ub6W', '200.00']
[8942, '1LXrv5W2qf9KE76RGrHiKPgvt18T8wnYc6', '200.00']
[8943, 'bc1q9nhgz2txmm4rfupue9t9ggna6yvsweepcvdzu6', '200.00']
[8944, '1L4apAEedSxkf6QRPbhSfFxjsjyuDSnmu', '200.00']
[8945, 'bc1qe2xzgtq6yza2rqq35qqhmm2eytkjud48c7c35j', '200.00']
[8946, 'bc1ql9jp5x4gr6l3kstht3vquf4sp0zzm38p2gef9e', '200.00']
[8947, '1CmwtcBzSkMg8sfJaq6X7r8FjZzCbm1HuP', '200.00']
[8948, '1DB2GkWM2PYtaaJvV2L9siGfc8ASVnfbuh', '200.00']
[8949, '189e3nMuaJSwsp7gVzwoYbYYUFzd2LwMaa', '200.00']
[8950, '1EteK56bpn2mrQeEKN5ML9VopbqeDeFntX', '200.00']
[8951, '1NrF3z2SWjbMXXbnZuK3Y18c8WeXHQM4q6', '200.00']
[8952, '17c4C6LCedRzSu2ZWhySUFgkfncroH2ZeG', '200.00']
[8953, 'bc1qz7cdgc47wyy0aqqtdccddvks7p4mdwqks3pkmf', '200.00']
[8954, '3JAh95kdLzf4h6HhnKAQWbV6wcwZ3cRNJT', '200.00']
[8955, '3PLDMyeKKrFPBYVhCh38ZEiBKFVv1ng7wb', '200.00']
[8956, 'bc1q2s532sz9n9w4ca08kt7jnssgpajmst3cshszyy', '200.00']
[8957, 'bc1qza4a5rghfxjrhz83p3g08lyz0trazsf8hlgcaj', '200.00']
[8958, 'bc1q4y68fsgc0e6gjw0uldeqh0rfjj3kljc9x7he5j', '200.00']
[8959, 'bc1qajegmsxrhkwa803we66usxqduqtehxz8eltntc', '200.00']
[8960, '3JkETCDE21zWkFwPGFu5B5JSFZt253Bp85', '200.00']
[8961, '3Qw9QRVxJgAM6v6RgeZL7WysUidnpY8JUE', '200.00']
[8962, '1JMJWe3zkzxq3FdbiEJPYG8gCTftTKejEJ', '200.00']
[8963, 'bc1qe25h6medaz9fl7kh2g05smu7kjg7m8zlr8w0wn', '200.00']
[8964, '3DyLKu3suTwcZvigysdNnpS5dbda7T4XsG', '200.00']
[8965, '1J9DvbGJGTTkusRwwgFDoTEa1LTW7GsJKQ', '200.00']
[8966, '11z87QriSRnC1iVTB8o9mcKdJncsdUc4z', '200.00']
[8967, '1CReL3SEZxBgX1ffuGHvkuRnWr53GGX8fi', '200.00']
[8968, '1AbmMU8QPxc5yyN5W2miRphNcNnhGYPdKn', '200.00']
[8969, '3Nf5z3ny1P4M1Jv5kUngR27uXByaokZsK7', '200.00']
[8970, '1KdtDxUvoGmE1Z8vFwAq2g5hsz5kqMiYMX', '200.00']
[8971, '19rgs9QkU8vQwMYUrtSzuaRULTVorsdDWn', '200.00']
[8972, '1LAsL9dWmdcUhK6rXRL82yTYFsn8LHCd9X', '200.00']
[8973, '17g5DorG8HnvVRhMKqqKQyatEMi7TXRMR2', '200.00']
[8974, '3NFbKQgycoZbbtTfEAkQXRExkKUQcmBs3J', '200.00']
[8975, '33z23pfh7PKZyPMYbZtDxM7oLK7oXv5u4h', '200.00']
[8976, '3P5hV2LvKzySHYAk4kvUgu6gKFGv4MAdE7', '200.00']
[8977, '3Jbn6iWQnstHWrLEcrM6GvzUCRqWCtiHaM', '200.00']
[8978, '17hn2SRCuAVQhtv87r2pEe6k85AFtLq3jh', '200.00']
[8979, '3Mz9QEeUHitMNpVkN6yRLpVj7GzG9hDPA3', '199.99']
[8980, '397vbCZKDLdrC22DckY5p47buoW5HnnVbX', '199.99']
[8981, '1KR5DsV1fCiQh637cJkjcSSaFxSj9wTC72', '199.99']
[8982, '3FPjpbuG2iFrbbpXJiowW2rayyPfwxJkqg', '199.99']
[8983, 'bc1qh4x5m7lq3zezh8frp2r836lcghr6s5t5c4d47n', '199.99']
[8984, '12rbbKi9DorpaZMCVdigg73Ag9y9nzfXJp', '199.99']
[8985, '1CgrXpGyVqGiPmoJLM8WdoWxYwJbckU8TB', '199.99']
[8986, '17RDMFAeERQfmtYhdDkq61SGBE5WY8rxcU', '199.99']
[8987, '1MC2Dvd8P744K5Hod8EcZJkuW6o1ehPjm6', '199.99']
[8988, '3CmXoEQ2qgrazBjKXJEM5uY4oV87JWdy8X', '199.99']
[8989, '3EiuuTSu4HLDCbBwcMzTDGMQbMfDyihfbF', '199.99']
[8990, '12S39z6sv8y95FR7veL1CxCNSwt31JWmDz', '199.99']
[8991, '3DzVXGWRx22VKF39qP8zdQLAoDNAcBwJQU', '199.99']
[8992, '36cWhb6BGM4JZNte6ryia6xc8pWrZcREUJ', '199.99']
[8993, '36qdfNpUyF5xBSRojLPbuXT8WxjPHbtetm', '199.99']
[8994, '3CqSseRZrRkkQtJJtMwHtrBZPVaxApf6DU', '199.97']
[8995, '3N9dp8XT9rFxPLBL5A4jruw2BqQ2e1CDvX', '199.95']
[8996, '1Fw9J5P7R1nA1VHTnYdE5cCSYiFsbEtwFS', '199.90']
[8997, '1FHgFxuhsUgJKYnNsqQETrJ3kt4HQX2Uvu', '199.90']
[8998, '13SYyFjrvxiz4Z9cZ65aoFtUqMf9FZbrMQ', '199.90']
[8999, '17XNXUt8NGqFPYYHzPnNo9M5fzXdfjjmKH', '199.89']
[9000, '12KY7QsQ95iLts28JrJmZzbevtYJLbEmFd', '199.89']
[9001, '3LWmb3Ryb2n2w7Jr11Je3k5JUuHrevKzTb', '199.87']
[9002, '1CLYChBDuSJYivyLaXdMU2Jtgmxpkio6gN', '199.86']
[9003, '1AipDL3pmiTw7HVVoGZUFcNXwn83JiaKiM', '199.84']
[9004, '12EMawScrggxKxrpkn7nT6xLJ4SX3VWn5N', '199.83']
[9005, '189vWc4Hmpu3mPjhyT7tx6vdDb4a19Migm', '199.80']
[9006, '15Lmz2nRbMg3DivuRvRP3g6V4jzXV2sNJy', '199.80']
[9007, '3437G3avUo1r4URwHaLZh76m4fZRmnYLcp', '199.78']
[9008, '3KXjyprhFzniuiYEGmGRJq8fNa8cg8Yvky', '199.75']
[9009, '1GUvL4AFzcyLn9cF7ELGcsQWhhTxyvgYbU', '199.70']
[9010, 'bc1qkvg7vdcnpc2zx9h0nxmnusdzgud8e63paywdpr', '199.68']
[9011, '3BRxLtzWYBT3WThR79c7ooqL3T4RscpvCn', '199.62']
[9012, '1HWXhHq4XTpBZaaFmvDu93dRab6gADhN14', '199.61']
[9013, '1GBhCYCyRVizyc9Sqq3C5jZ9SdvGejy2Gy', '199.58']
[9014, '19T1JJQAADd5EExmokmDfLhkwe5AsPvyds', '199.56']
[9015, '33npmr88utbBzRBzYsQpyMjqk3Xh5jeqAE', '199.55']
[9016, '136TS1cEn7Pm7RvgySUjPyDXZgJD2jcCj2', '199.54']
[9017, '1HjmkhjeyJ5QRybwvyEbgM3cCBERe6Bnx3', '199.50']
[9018, '19EnhKfvR2rCu4ynn5MPkVaVwqcW38WNUs', '199.50']
[9019, '34TjyA912VeQ95UdtGBrqBfSvXm2n8UG9J', '199.46']
[9020, '1DhSFmX7NqVmF3hKhnYiRaq1YdsMryrtgb', '199.41']
[9021, '33jnN4veHpVaEw1ArV8P8Ru93fh48mDmzW', '199.31']
[9022, '33vtuz6L1BoG23Fbo1TydVkPYJmz54Lo5u', '199.27']
[9023, '3LuwnxnVdDp4mqYYTjcUBAWa6HwdZwkcKa', '199.26']
[9024, '1Bn5sGKwFCGinN61UshQgjU6ymnp3xqLb6', '199.22']
[9025, '3Daw3AWnjibGrv24n7zFjdHzjE52cVGvWV', '199.10']
[9026, 'bc1qhvnfnpcc8dw9kt2wct85n88vwhze3lxqnjzwej', '199.04']
[9027, '1KBWMZTPjy3QZDDNUh7MPMYZkoDxjkphL6', '199.03']
[9028, '1GToSkhckUjpsXhgbu5GL8pmWHa5Uh3dNN', '199.03']
[9029, '395KkubY9rc7Q2gj6QV5cfnvTjLRH31HLz', '199.02']
[9030, '168ZYsKHQi9BH6yh9oSMprvDpDNkh7uitj', '199.00']
[9031, '1GCHdhb7e82RNp9kNLeMSBafdcNrat7Zhf', '199.00']
[9032, '1C6Yq1fSShQkbuvyZKiRqg9x8pDnxFSQTu', '199.00']
[9033, '3GQdYK9KFrXRARjc7yNnnrDWVHUKqTDFTk', '199.00']
[9034, '3KcDDNNmQvfKanhKM94cEdM3nC3qLijA8u', '199.00']
[9035, '1GSaW91YadXchG3qpQXVjUHm9x9wR6hSQv', '199.00']
[9036, '1AG4Uja26R9VkspJdTegoGrJP3i2FXibi6', '199.00']
[9037, '16wQZkZGnVjFtv3DiY4QKRnehpjnAaH8Sq', '199.00']
[9038, '1B2FCEBwwBEtbH4tjaxDhZ6hhPUoABbZwB', '199.00']
[9039, '18bYXVz65GQJfuy3oiW6SdaitnFYYvL3SN', '199.00']
[9040, '15gSvtkDejexadJHfbEQXpwmvyJybGV9k9', '199.00']
[9041, '3CcJQNFSrRZH538wGygBnnXkvG6qa1VCGo', '199.00']
[9042, '3QrZdM8AyD9q2VzK7ncCL2pHG547tBjoFU', '199.00']
[9043, '1J6SsR9XrMQe49EdNhy8HpWy8Ur9wwn22w', '198.93']
[9044, '3FuxWeePgVrxCKdA6nk3v88yvbj2umUfN8', '198.92']
[9045, '37ERyzS3pUrzJVYNxKMMp52qNdzXr8aJVV', '198.84']
[9046, '3QvnygKHdgi23WigQbhkB2JJcZ2sfZ8Rxh', '198.84']
[9047, '156gmPqqQs14S6tLG1m3bvVWLB6FQqjjjk', '198.64']
[9048, '1MSUsyxrCZvFTNwS4cn3M8tznpUYQrfUCQ', '198.55']
[9049, '1PZHbAohv81xbKKpMbFYMJHqxuqVBqqjHV', '198.49']
[9050, '3FsGU2exmtCdH2rFFbdRX61DgT9Vb2MvWW', '198.45']
[9051, '19h366jXkbaH4sRM6GgKSkt4sAFYb8AGbL', '198.30']
[9052, '13iC3y7wCq8Q6a2UpygdW8VGjHAVHJ9W69', '198.28']
[9053, '3JsC3tzVaQAvbUk3ccpcvpJYL1wHvupfnD', '198.27']
[9054, '14yuteJ57FJRShhWDNBUatfYdxuGvuKWEL', '198.22']
[9055, '3QKVLN6uEB63JZzA63CY6Qs8fYCCq8JfYf', '198.15']
[9056, 'bc1qhspjzc4cnrhq7sh4tqg8cwe3vjhcwchfvydxwn', '198.09']
[9057, '33FD3sY1WtXnPkZDoLVhSVRynJ287VY1Lf', '198.07']
[9058, '16MFz9u5TiW9geb23MoAhih8vhVGW3LFWH', '198.07']
[9059, '1QFMDgYvwoKke67sDFiH2ifKMH2CGwm9cg', '198.02']
[9060, '17bXqkGFLXQYvybKAXuewCMcMchkRxLZjE', '198.00']
[9061, '1E87cVPLZ938w7vYEA1e9RWSc8mESPA3J5', '198.00']
[9062, '1M52H8ZEMW1Fmurkx8V7wJvHarXFCFgSvC', '198.00']
[9063, '33H7qRHyGEJJ6q1eVxPwarY7dSWkuszvQa', '198.00']
[9064, '3JBK8wF6Q7FiYUaD8TFAWSHMUsBR35zHy8', '198.00']
[9065, 'bc1q857uyeluyzjjtskm4j8yn7gkx55kwufr7apau0', '198.00']
[9066, '3JZgc3DCdA3Qf9fKFvJFFzeb81jTa9ttrB', '198.00']
[9067, '1PQ5BoqHr83AmEWvCV1cY5CeSEzUDVdbtF', '198.00']
[9068, '3GyHeSgS4s8JyKWrNXmZysB1LaPwGH5KTp', '197.97']
[9069, '197Ua7QpD7rasrmQZhF81CLXu7XErhnMLx', '197.95']
[9070, '35F9zKo6D17kWiYVsMXVeD3Fe5rBKjenoG', '197.89']
[9071, 'bc1qskqxt74q6u4mle3lxy3f3zl4xnvc5tqcsglp8k', '197.86']
[9072, '39c35fgui2oR4bo7ui88pCMRv1T4xxpFv6', '197.86']
[9073, '38gKhCnixRAwfR9iYmyLE8KNe1DfEYQ6xM', '197.83']
[9074, 'bc1qt2ny2zljjgq6ptzaha2c77xgke6065pqfqcek8', '197.78']
[9075, '35W9b9n4N88wfzLMSTFb1eS3tRuFpsWxyd', '197.74']
[9076, '3HokBwKcrJoHF4nXAPdda8ADgaLv1yyZeg', '197.60']
[9077, '1AqxgjEwTvUoCirk2prBPckmzx8NnbUugB', '197.60']
[9078, '32w2uaLpCpo5LejkFMByEzRMvSQ43ZNPuZ', '197.60']
[9079, '31rggRJ3iB8GE8yxTNa28pXhd24GbCQK3T', '197.42']
[9080, '36HJvU6LCrJShS8YibAZihJJMCQdsh81AP', '197.41']
[9081, '1JnreTba1TFXK1BmeWRDYRVrGwZrfLx3Pb', '197.40']
[9082, '1C3gHbQYgJ6EvpPi2cF14bcfZQQadwSNGs', '197.30']
[9083, '39DVzxCc5rb658KfhULVZEvQfmKJEm9qay', '197.29']
[9084, '35sDYpdeXjmioQLb1UsoDnnWXuoksH7N3y', '197.28']
[9085, '1KRoVmgDPvDbffZNZWBGmVdmGW2asTXgGf', '197.26']
[9086, '1CsgRdNyFFnu1gjDgawxEn2Lusd7mQLYs2', '197.24']
[9087, '36zKrtkMMxaosj6NpNYiLd3iqUbKwFomGp', '197.23']
[9088, '1MEyiwZW19yVzV8FdRsYZkJxYyrKh8UBYN', '197.13']
[9089, '3ChkejVnN9ZBDLv21VdNQry6iCexf3ronn', '197.09']
[9090, '1ECJUQu18xc5DCVNjGhYfnCHZ9fhC1shv2', '197.07']
[9091, '3PiHVXhGTseF9YLnSAwHb1q75gSG3Xeg3M', '197.03']
[9092, '35MwyDDiYnNUeyXjAWSUNprTMpcXSWGiQA', '197.02']
[9093, '1FzP4kzTkzP74kFPsqkMfHx22hDvdfXyYs', '197.00']
[9094, '1EAXRcykiGBHu8Xix6kaHrGDg8tSYD45H9', '197.00']
[9095, '1HhMFeMpjfsR3smPzyufte3YeFJWSEZadi', '197.00']
[9096, '33jtNr6tXbAsMegApCVppxv88XtzGAUMBr', '197.00']
[9097, '3HhZH6Kxz8aqQLwgb5qpEBkjmUHZjhRrjt', '197.00']
[9098, '1Fw8G7ipVjnw7n4Nkgv2deprAyrP1qXPsX', '197']
[9099, '36mmRC6EZZw7hzdCog8YRiNRDWBY6goH16', '197.00']
[9100, '35z1ojUhpihA98ZJuLCCrRGpd33iQgfDNj', '197.00']
[9101, '1ExmZwnmdpaYss7H9P84BijMjQWWZS5KNz', '196.98']
[9102, '1Gn8aPLQ3rpt6Emdf338LfnnFMJnBTbTrm', '196.94']
[9103, '1HFta1PRitUxfaTNSZyR96YUzKhU46Pzb6', '196.84']
[9104, '32kqdahymqv59zdFZnnHed8D7EpVPR1d4R', '196.82']
[9105, '17SHm5wU9FggNPmLFSXoe3GjJDDJVCrkh3', '196.82']
[9106, '3PEuu4xLjQE1vzpcvVUheR5QBYLcRMUi5q', '196.80']
[9107, '39W8UYNxaTAjKuQmCFo3BhiECuvHcQMeGs', '196.79']
[9108, '1NmXFwz7FsT1a9zZMuhbCADa5WGxs8DRix', '196.74']
[9109, '3LndrGCYU5WiJJzpc42mWWBxdJPEDrsD5K', '196.68']
[9110, '3AyKSVzGQAnjV6MbzQwXn1oJQ4JSJVW5XE', '196.65']
[9111, '18nY9ZZgEM98BdF3BnPhUqyEBYghSLCgDv', '196.55']
[9112, '19PpnPEC8dC7K82RsDmvkskY1WMx4BHpvE', '196.50']
[9113, '383Lksxpe41nQxK8ot21LDZbPKdYvBdYx7', '196.47']
[9114, '3Jh1BW82rGuMwutcokNaNwkB94M1vZh9T1', '196.43']
[9115, '3CNRbMhim5e5aKc9Hsx69kwjzsysuhQrus', '196.38']
[9116, '15uJFNKs7B7Np5iPPhCZQi2Kbn7Ha5X9fM', '196.37']
[9117, '3J9cUtznEx2tLcjnAea3KgWPZcVZMUMSD8', '196.31']
[9118, '1GLXWf37HpTFUMBTYfa1NsnxA3VSMr7u9B', '196.26']
[9119, '3Q5ytLVBkW42bfrFe7sFjDijcibLBdk4uH', '196.20']
[9120, '1N3qjEy6xRwQkEAwbT7YUs9S5TabbiyU5n', '196.12']
[9121, '3NRsmrutyjD5LpTgaCpjhVGZQUfXHd5wqE', '196.00']
[9122, '3Q4h7tbBjiu3itDnezWX24YhYDoVczD8Ru', '196.00']
[9123, '1qBZFyxEcY5Go7WQjEwXPcGv6NbDYjYk3', '195.97']
[9124, 'bc1qakh8d2n278n0zlc30yp9q0vr574faewwhepl0t', '195.90']
[9125, '1G9ub2qULrPrn1oQHWT18cDf3gdFt9QGbc', '195.87']
[9126, '1PmVUYM7NSdmFdtCXN5RCfVguXizeXYqXm', '195.87']
[9127, '146fnbAB2WpduBd3Ri1sRN1PSFruiVQNqN', '195.86']
[9128, '1HaYCGFU7ppQhYmj2bprszDvC93NooMeZZ', '195.82']
[9129, 'bc1q66yezyx5g3zvjlu58h4szwwe5z4c75vf7a3wr3l3tzpd8jcf3trsuytx02', '195.81']
[9130, '1Pk2wiBjyqRkfxrpQdnZ8vQ1Ts72TqctCV', '195.80']
[9131, '1Gh4TVnVphqLdj7evk1BMi8Eoo6PtPHjDK', '195.79']
[9132, '1Nc1otHs7KzS7oP2U3eKJu6mUMwpUgTDFS', '195.70']
[9133, '17acuxWEMh3BnZ5pmPVBWnpKibEopdHf3G', '195.64']
[9134, '1691ULWuB4bPrbvt7C8Ti3oQWhkEk8DSFw', '195.55']
[9135, '13AFQ5X5giCM8AB1P6472QvTjJ8HePCeYk', '195.54']
[9136, '3KNmfwbP6hpi8C94YL93FoZywn1jpXnsuq', '195.48']
[9137, '12q8HpWH1GYQwMJWruxRUyZjjkj3duoXK5', '195.47']
[9138, '35DdniyZmDjM5ApQicR1xe18KxYpQYgNuB', '195.45']
[9139, '1AZe1wT4hfGH1jDDoCmaGPEKVjCpsW61Tf', '195.32']
[9140, '1LBc7QrwdJo8cRJFfmi8Ksr2z2sVE99zja', '195.27']
[9141, '1J461dxSCoJSY77Zfp6WmXodbmFMM6F68R', '195.24']
[9142, '1GXWruy3dWEWMaipdRzj82FvvseCGqsXjM', '195.14']
[9143, '1CT45Tnr4fuivEuMH1gUV2jAGHK1H6zsfB', '195.11']
[9144, '1FQSn72SmWWxL3wAVxJ73CKiTH3Znz6FeT', '195.04']
[9145, '3FRKnTv3uuSgESM8DYQtDAyQF5Q4EnVQRS', '195.00']
[9146, '14nKsszd89HGoDXeZw5r5jDbFss7SAsaJq', '195.00']
[9147, '16jCfGnYzqN2ViDjacWe45bnRaFHFRZ8HR', '195.00']
[9148, '16CtYSGPhxaz1oWaFo9Gi2WNuXQBExXPAK', '195.00']
[9149, '3Prma76cscU25PaXWv2uDHpUbQn3rbPeEG', '195.00']
[9150, '1BSHG8EijwC3AchKtmczJYtr1X23cTdQBw', '195.00']
[9151, '3EMTAfdLWpNN8QQSnmUcdsL3JeG6w4ZV31', '195.00']
[9152, 'bc1queel7y4usj3nhmj8hkj3477wyer36a8l7n4phuj3d9u87durkjmq09h3rm', '195.00']
[9153, '1JSsSDVHwnoMteHQwSztbHDYiDmtus1xs2', '194.99']
[9154, '33poigRqeytguyMKLch7xnukZV42jwsCxJ', '194.94']
[9155, '1PQwtwajfHWyAkedss5utwBvULqbGocRpu', '194.89']
[9156, '1DkKrjQz6gNb2zKQ7K5G5yXDVg8SsQhgMC', '194.83']
[9157, '1FYuDBg9UXbDVG1iD632XiG5GBB2p6m139', '194.82']
[9158, '1FhV5LTucTowFZCMDXbdMtuzGK78BC1wiM', '194.77']
[9159, 'bc1qq5yres9r005tdm53ytslruxz85uu22my69qnul', '194.71']
[9160, '149ugztY1ALi1qy8fhq7MBHWgguNAvDeZJ', '194.68']
[9161, '1PvFugEPccWEEVkmBzk6aXVTGGeAfnX5Cs', '194.67']
[9162, '1HWb5Y5xdLpEmGMzJMBn4dpDLGXkrSsXDK', '194.60']
[9163, '1DrfV35qqfhsrcW8nfw2ihsH9DAPRkPfDx', '194.55']
[9164, '3QbAEKTP3gcq1RctoCrKoekAi5EuJqfgyw', '194.50']
[9165, '19GhNLMMkp3fFjTbw5eRqcxxJZPoy1uSkk', '194.50']
[9166, '1BtwcRayQG2n7vC71VdQgS88bEapy2sg8k', '194.50']
[9167, '3DzmdNFEwpaZerNzMeNvhqeuzSuKuVtejC', '194.49']
[9168, '1G1oBU2dupkUJq3LxyYBrWtBDbFV9gRsAf', '194.44']
[9169, 'bc1qfcanhx7enfm6wfxn5yvhcl959fad4tthpzcsec', '194.43']
[9170, '3F18faSDDLHXrYVPZ72nWNB8XLvV9BgeL5', '194.35']
[9171, '3KHopS9vFft5sNevischWa12pHUZyBFVs8', '194.34']
[9172, '388zKDXoYH6jWHbRB4JL36B8dYefoChnqb', '194.30']
[9173, '1HZRX8f1hRvgkv5KpCxCWbCpnLNK9QSXB2', '194.20']
[9174, '3PCV1Y3L3DcTgXRiq4UWjnZKJ8we92PzbT', '194.17']
[9175, '13Cy8GHM8FsCupbySHKYRJBanjzPUtTW2B', '194.15']
[9176, '14nWmEu51GkJBeAXAitHA7CzfRARhMKKms', '194.10']
[9177, '352HVxBqpiED7TN28YcqA7tqURhhRpiEA7', '194.10']
[9178, '1A1EZxjc9TLrJaNGP7F6D3jhEMpzErYNZB', '194.07']
[9179, '1B9tWfBFDR9gSGtCTRLhLMBhifDgpLjXm4', '194.00']
[9180, '3JtjVV4n3SpDMPW1q5E2xRvCA1twanGbQG', '194.00']
[9181, '34RbFH6DPVoWTfX8kXkxHadwkFWwEnKoKH', '194.00']
